customer,interarrival_time,service_time,arrival_time,service_start,service_end,wait_time,process_duration,queue_length,rating,price_paid,postal_code,lat,long
5990,1.48,13.03,4.45,4.45,4.63,0.0,11.45,0,3,10,310192,1.33177,103.8504
5991,6.55,12.17,4.53,4.53,4.68,0.0,8.3,1,5,10,730303,1.43083,103.77379
5992,20.9,10.92,4.7,4.7,4.85,0.0,8.68,0,4,8,760418,1.42688,103.84633
5993,16.57,10.1,4.9,4.9,5.08,0.0,10.93,0,4,10,600135,1.33385,103.74015
5994,40.62,7.02,5.57,5.57,5.75,0.0,10.6,0,4,10,640509,1.34875,103.71935
5995,0.3,11.75,5.72,5.72,5.88,0.0,9.78,1,4,8,510440,1.36916,103.95866
5996,50.63,9.55,5.93,5.93,6.07,0.0,8.4,0,4,10,823273,1.40231,103.90127
5997,15.8,10.88,6.1,6.1,6.22,0.0,6.92,0,4,10,550263,1.35398,103.87197
5998,16.63,8.72,6.15,6.15,6.33,0.0,10.95,1,4,10,527201,1.35292,103.95386
5999,4.55,9.97,6.22,6.22,6.4,0.0,10.23,1,4,8,520419,1.35786,103.94657
6000,2.13,12.78,6.28,6.33,6.52,2.92,13.52,2,5,10,520826,1.35721,103.91851
6001,1.62,5.97,6.63,6.63,6.83,0.0,11.98,0,3,10,310192,1.33177,103.8504
6002,3.95,6.7,6.87,6.87,7.07,0.0,12.52,0,4,10,730303,1.43083,103.77379
6003,2.28,11.12,7.17,7.17,7.3,0.0,7.85,0,4,10,760418,1.42688,103.84633
6004,12.5,10.5,7.92,7.92,8.13,0.0,13.6,0,3,10,600135,1.33385,103.74015
6005,17.47,12.33,8.0,8.0,8.18,0.0,10.87,1,4,10,640509,1.34875,103.71935
6006,12.28,10.37,8.05,8.13,8.28,5.12,14.08,2,5,10,510440,1.36916,103.95866
6007,9.48,11.03,8.1,8.18,8.38,5.17,17.2,3,3,8,823273,1.40231,103.90127
6008,34.33,7.72,8.6,8.6,8.72,0.0,7.7,0,5,10,550263,1.35398,103.87197
6009,49.55,8.7,8.92,8.92,9.07,0.0,9.9,0,4,10,527201,1.35292,103.95386
6010,19.82,12.6,8.93,8.93,9.1,0.0,10.48,1,4,10,520419,1.35786,103.94657
6011,37.98,13.02,8.98,9.07,9.28,5.83,18.17,2,4,10,520826,1.35721,103.91851
6012,3.33,6.9,9.0,9.1,9.3,5.5,17.68,3,5,10,310192,1.33177,103.8504
6013,9.42,9.97,9.28,9.28,9.45,0.2,10.25,2,5,10,730303,1.43083,103.77379
6014,5.57,10.25,9.48,9.48,9.6,0.0,7.18,0,5,10,760418,1.42688,103.84633
6015,30.82,13.55,9.98,9.98,10.17,0.0,10.38,0,4,10,600135,1.33385,103.74015
6016,0.98,11.58,10.38,10.38,10.55,0.0,9.97,0,4,10,640509,1.34875,103.71935
6017,21.87,5.53,10.77,10.77,10.9,0.0,8.43,0,4,10,510440,1.36916,103.95866
6018,5.25,8.2,10.78,10.78,10.92,0.0,7.57,1,5,8,823273,1.40231,103.90127
6019,5.87,10.57,11.08,11.08,11.3,0.0,12.4,0,3,10,550263,1.35398,103.87197
6020,2.0,7.98,11.22,11.22,11.35,0.0,8.52,1,5,8,527201,1.35292,103.95386
6021,2.23,9.05,11.33,11.33,11.53,0.0,12.25,1,3,10,520419,1.35786,103.94657
6022,12.73,9.2,11.57,11.57,11.73,0.0,10.52,0,4,8,520826,1.35721,103.91851
6023,17.35,9.23,11.62,11.62,11.77,0.0,8.98,1,4,10,310192,1.33177,103.8504
6024,5.23,6.17,11.92,11.92,12.05,0.0,8.77,0,5,8,730303,1.43083,103.77379
6025,4.72,8.45,11.95,11.95,12.12,0.0,9.68,1,5,10,760418,1.42688,103.84633
6026,5.75,5.52,11.95,12.05,12.22,5.92,15.77,2,5,10,600135,1.33385,103.74015
6027,34.65,9.07,12.68,12.68,12.83,0.0,9.6,0,5,8,640509,1.34875,103.71935
6028,9.73,9.43,13.47,13.47,13.67,0.0,11.42,0,5,25,510440,1.36916,103.95866
6029,8.08,9.53,14.25,14.25,14.5,0.0,14.27,0,3,10,823273,1.40231,103.90127
6030,9.17,12.02,14.33,14.33,14.48,0.0,9.58,1,4,10,550263,1.35398,103.87197
6031,2.52,9.47,14.38,14.48,14.65,6.6,16.85,2,4,8,527201,1.35292,103.95386
6032,0.12,7.67,14.57,14.57,14.78,0.0,12.8,1,3,10,520419,1.35786,103.94657
6033,3.67,10.05,14.7,14.7,14.83,0.0,8.27,1,5,10,520826,1.35721,103.91851
6034,7.85,9.47,14.87,14.87,15.03,0.0,9.8,0,4,10,310192,1.33177,103.8504
6035,0.7,9.65,14.93,14.93,15.13,0.0,12.17,1,4,18,730303,1.43083,103.77379
6036,1.23,8.02,15.07,15.07,15.25,0.0,11.5,1,3,10,760418,1.42688,103.84633
6037,26.57,7.75,16.22,16.22,16.35,0.0,7.12,0,4,10,600135,1.33385,103.74015
6038,30.75,6.18,16.45,16.45,16.67,0.0,12.43,0,4,8,640509,1.34875,103.71935
6039,2.37,10.58,16.6,16.6,16.77,0.0,10.12,1,4,8,510440,1.36916,103.95866
6040,25.42,7.93,16.85,16.85,17.08,0.0,13.97,0,4,10,823273,1.40231,103.90127
6041,9.27,7.58,16.88,16.88,17.05,0.0,9.68,1,5,10,550263,1.35398,103.87197
6042,30.33,6.68,17.07,17.07,17.2,0.0,8.15,1,5,10,527201,1.35292,103.95386
6043,22.48,6.1,17.62,17.62,17.75,0.0,7.77,0,4,10,520419,1.35786,103.94657
6044,1.4,13.42,17.63,17.63,17.87,0.0,13.78,1,3,10,520826,1.35721,103.91851
6045,4.63,7.52,18.1,18.1,18.25,0.0,9.7,0,4,10,310192,1.33177,103.8504
6046,36.18,11.15,18.13,18.13,18.25,0.0,7.73,1,5,8,730303,1.43083,103.77379
6047,1.8,9.53,18.3,18.3,18.47,0.0,9.77,0,5,10,760418,1.42688,103.84633
6048,37.9,9.45,18.33,18.33,18.48,0.0,9.38,1,4,10,600135,1.33385,103.74015
6049,16.63,9.1,18.97,18.97,19.15,0.0,11.67,0,5,10,640509,1.34875,103.71935
6050,1.57,5.5,19.15,19.15,19.27,0.0,7.68,1,5,10,510440,1.36916,103.95866
6051,3.12,10.82,19.67,19.67,19.78,0.0,7.37,0,4,10,823273,1.40231,103.90127
6052,2.68,10.67,19.77,19.77,19.93,0.0,10.63,1,4,18,550263,1.35398,103.87197
6053,39.98,8.98,20.37,20.37,20.53,0.0,10.38,0,4,8,527201,1.35292,103.95386
6054,9.95,9.67,20.4,20.4,20.57,0.0,10.05,1,5,18,520419,1.35786,103.94657
6055,14.1,12.62,20.48,20.53,20.73,3.25,14.82,2,4,18,520826,1.35721,103.91851
6056,24.95,8.6,20.5,20.57,20.72,3.65,12.45,3,5,10,310192,1.33177,103.8504
6057,7.73,9.5,20.82,20.82,21.02,0.0,11.82,0,4,10,730303,1.43083,103.77379
6058,12.53,9.77,21.28,21.28,21.45,0.0,9.82,0,5,18,760418,1.42688,103.84633
6059,14.15,10.63,21.35,21.35,21.52,0.0,10.15,1,4,10,600135,1.33385,103.74015
6060,6.48,9.92,21.62,21.62,21.78,0.0,10.18,0,4,10,640509,1.34875,103.71935
6061,11.03,6.37,21.8,21.8,21.92,0.0,7.03,0,5,10,510440,1.36916,103.95866
6062,1.03,9.25,21.87,21.87,22.1,0.0,14.4,1,5,10,823273,1.40231,103.90127
6063,21.33,11.3,22.37,22.37,22.55,0.0,11.52,0,3,18,550263,1.35398,103.87197
6064,0.85,9.72,22.52,22.52,22.62,0.0,6.57,1,4,10,527201,1.35292,103.95386
6065,26.13,9.43,23.43,23.43,23.53,0.0,5.72,0,4,10,520419,1.35786,103.94657
6066,13.05,12.45,23.48,23.48,23.6,0.0,6.78,1,4,10,520826,1.35721,103.91851
6067,12.1,9.73,23.58,23.58,23.77,0.0,10.5,1,5,10,310192,1.33177,103.8504
6068,9.93,10.8,0.0,0.0,0.12,0.0,7.0,0,4,10,730303,1.43083,103.77379
6069,0.15,9.63,0.32,0.32,0.45,0.0,8.55,0,4,10,760418,1.42688,103.84633
6070,21.5,10.68,0.37,0.37,0.52,0.0,8.72,1,4,10,600135,1.33385,103.74015
6071,1.0,13.72,0.4,0.45,0.68,3.32,17.03,2,3,8,640509,1.34875,103.71935
6072,3.22,8.25,0.75,0.75,0.93,0.0,10.4,0,5,8,510440,1.36916,103.95866
6073,34.68,10.12,1.53,1.53,1.7,0.0,9.1,0,4,10,823273,1.40231,103.90127
6074,28.17,11.22,2.47,2.47,2.6,0.0,8.75,0,5,10,550263,1.35398,103.87197
6075,0.18,7.85,2.62,2.62,2.77,0.0,8.52,0,5,10,527201,1.35292,103.95386
6076,12.1,12.3,2.65,2.65,2.85,0.0,12.32,1,3,8,520419,1.35786,103.94657
6077,11.25,6.15,3.05,3.05,3.17,0.0,7.25,0,5,10,520826,1.35721,103.91851
6078,6.23,6.52,3.13,3.13,3.28,0.0,9.23,1,4,10,310192,1.33177,103.8504
6079,2.75,11.67,3.6,3.6,3.75,0.0,9.27,0,4,10,730303,1.43083,103.77379
6080,5.53,9.68,4.07,4.07,4.25,0.0,10.88,0,3,10,760418,1.42688,103.84633
6081,32.57,8.33,4.27,4.27,4.4,0.0,8.05,0,4,10,600135,1.33385,103.74015
6082,1.3,12.23,4.93,4.93,5.1,0.0,10.53,0,4,10,640509,1.34875,103.71935
6083,7.68,7.5,5.27,5.27,5.4,0.0,8.0,0,4,10,510440,1.36916,103.95866
6084,10.9,10.85,5.43,5.43,5.62,0.0,11.55,0,5,25,823273,1.40231,103.90127
6085,9.72,10.0,6.07,6.07,6.22,0.0,8.65,0,5,18,550263,1.35398,103.87197
6086,10.88,12.12,6.17,6.17,6.32,0.0,9.72,1,5,10,527201,1.35292,103.95386
6087,6.42,10.62,6.33,6.33,6.5,0.0,10.73,0,5,8,520419,1.35786,103.94657
6088,34.63,5.53,6.43,6.43,6.58,0.0,9.05,1,4,10,520826,1.35721,103.91851
6089,0.55,10.07,6.53,6.53,6.68,0.0,8.92,1,4,25,310192,1.33177,103.8504
6090,5.37,9.78,7.2,7.2,7.38,0.0,10.97,0,4,10,730303,1.43083,103.77379
6091,0.2,10.48,7.62,7.62,7.77,0.0,9.73,0,4,18,760418,1.42688,103.84633
6092,3.9,10.43,8.95,8.95,9.08,0.0,8.28,0,4,10,600135,1.33385,103.74015
6093,6.88,8.47,9.22,9.22,9.4,0.0,10.7,0,5,10,640509,1.34875,103.71935
6094,16.8,9.35,9.3,9.3,9.47,0.0,10.28,1,4,10,510440,1.36916,103.95866
6095,18.68,8.55,9.87,9.87,10.05,0.0,11.47,0,3,8,823273,1.40231,103.90127
6096,18.0,9.83,9.9,9.9,10.07,0.0,10.57,1,5,10,550263,1.35398,103.87197
6097,15.15,8.95,10.25,10.25,10.4,0.0,8.68,0,4,10,527201,1.35292,103.95386
6098,5.45,9.08,10.3,10.3,10.48,0.0,10.32,1,4,10,520419,1.35786,103.94657
6099,6.92,10.95,10.55,10.55,10.67,0.0,7.58,0,5,10,520826,1.35721,103.91851
6100,0.67,6.4,10.77,10.77,10.95,0.0,11.73,0,3,10,310192,1.33177,103.8504
6101,54.8,11.4,10.82,10.82,11.0,0.0,10.52,1,5,8,730303,1.43083,103.77379
6102,1.47,8.62,10.97,10.97,11.15,0.0,10.77,1,3,10,760418,1.42688,103.84633
6103,4.62,12.2,11.15,11.15,11.33,0.0,10.3,0,3,10,600135,1.33385,103.74015
6104,14.07,11.72,11.18,11.18,11.37,0.0,10.28,1,3,10,640509,1.34875,103.71935
6105,6.33,12.23,11.27,11.33,11.48,3.28,12.1,2,4,10,510440,1.36916,103.95866
6106,24.68,10.75,11.6,11.6,11.77,0.0,9.93,0,5,10,823273,1.40231,103.90127
6107,20.68,12.3,11.85,11.85,12.03,0.0,11.12,0,3,8,550263,1.35398,103.87197
6108,6.47,8.08,13.08,13.08,13.27,0.0,11.1,0,3,10,527201,1.35292,103.95386
6109,8.02,12.55,13.17,13.17,13.32,0.0,8.5,1,4,10,520419,1.35786,103.94657
6110,49.32,9.85,13.55,13.55,13.77,0.0,12.65,0,4,10,520826,1.35721,103.91851
6111,11.75,12.48,13.63,13.63,13.82,0.0,11.37,1,5,8,310192,1.33177,103.8504
6112,1.57,12.3,14.08,14.08,14.3,0.0,12.75,0,3,10,730303,1.43083,103.77379
6113,0.92,9.43,14.47,14.47,14.62,0.0,8.7,0,5,18,760418,1.42688,103.84633
6114,7.23,11.78,14.48,14.48,14.62,0.0,7.95,1,5,25,600135,1.33385,103.74015
6115,54.92,11.83,14.78,14.78,14.97,0.0,10.5,0,3,10,640509,1.34875,103.71935
6116,1.22,11.2,14.85,14.85,14.95,0.0,6.17,1,4,10,510440,1.36916,103.95866
6117,35.62,8.82,15.42,15.42,15.65,0.0,13.8,0,5,18,823273,1.40231,103.90127
6118,11.0,10.83,15.45,15.45,15.6,0.0,8.47,1,5,10,550263,1.35398,103.87197
6119,20.93,9.08,15.82,15.82,15.97,0.0,8.9,0,5,10,527201,1.35292,103.95386
6120,19.85,13.77,16.25,16.25,16.4,0.0,8.97,0,4,8,520419,1.35786,103.94657
6121,53.5,10.97,16.45,16.45,16.6,0.0,8.82,0,5,18,520826,1.35721,103.91851
6122,14.53,12.48,16.68,16.68,16.75,0.0,4.43,0,4,10,310192,1.33177,103.8504
6123,14.2,6.9,17.67,17.67,17.82,0.0,8.85,0,5,8,730303,1.43083,103.77379
6124,4.1,5.02,18.07,18.07,18.18,0.0,6.67,0,5,10,760418,1.42688,103.84633
6125,23.17,8.6,18.72,18.72,18.87,0.0,9.18,0,4,8,600135,1.33385,103.74015
6126,5.97,13.35,19.25,19.25,19.37,0.0,6.72,0,5,10,640509,1.34875,103.71935
6127,20.85,11.95,19.87,19.87,20.08,0.0,12.93,0,5,18,510440,1.36916,103.95866
6128,6.2,9.8,19.92,19.92,20.1,0.0,11.18,1,4,10,823273,1.40231,103.90127
6129,3.95,7.78,20.05,20.08,20.28,2.23,14.2,2,4,10,550263,1.35398,103.87197
6130,8.63,8.5,20.07,20.1,20.3,1.95,13.2,3,3,10,527201,1.35292,103.95386
6131,6.42,10.98,20.38,20.38,20.52,0.0,8.95,0,4,18,520419,1.35786,103.94657
6132,4.15,7.97,20.5,20.5,20.63,0.0,8.37,1,5,10,520826,1.35721,103.91851
6133,6.37,5.77,20.95,20.95,21.07,0.0,7.37,0,5,10,310192,1.33177,103.8504
6134,25.03,9.37,20.98,20.98,21.12,0.0,7.98,1,4,10,730303,1.43083,103.77379
6135,3.45,11.08,21.02,21.07,21.28,3.67,16.7,2,4,10,760418,1.42688,103.84633
6136,12.17,9.98,21.67,21.67,21.83,0.0,10.55,0,3,10,600135,1.33385,103.74015
6137,3.38,11.88,21.7,21.7,21.9,0.0,12.88,1,4,10,640509,1.34875,103.71935
6138,14.53,15.22,22.42,22.42,22.55,0.0,8.2,0,5,10,510440,1.36916,103.95866
6139,1.18,6.88,22.48,22.48,22.67,0.0,10.32,1,4,10,823273,1.40231,103.90127
6140,3.42,9.82,22.68,22.68,22.78,0.0,6.62,0,4,10,550263,1.35398,103.87197
6141,9.22,10.52,23.1,23.1,23.27,0.0,10.52,0,4,10,527201,1.35292,103.95386
6142,7.35,7.23,23.15,23.15,23.32,0.0,9.82,1,5,25,520419,1.35786,103.94657
6143,4.05,8.1,23.3,23.3,23.52,0.0,13.63,1,4,10,520826,1.35721,103.91851
6144,8.07,11.5,23.48,23.48,23.65,0.0,9.83,1,5,10,310192,1.33177,103.8504
6145,12.85,8.95,23.52,23.52,23.72,0.42,12.47,2,3,8,730303,1.43083,103.77379
6146,15.25,8.92,23.78,23.78,23.87,0.0,4.95,0,4,10,760418,1.42688,103.84633
6147,9.78,12.7,0.03,0.03,0.22,0.0,11.13,0,5,18,600135,1.33385,103.74015
6148,9.87,12.85,0.08,0.08,0.32,0.0,14.03,1,3,18,640509,1.34875,103.71935
6149,0.48,9.98,0.18,0.22,0.42,1.3,13.9,2,5,18,510440,1.36916,103.95866
6150,42.4,10.15,0.4,0.4,0.6,0.0,12.15,1,5,25,823273,1.40231,103.90127
6151,5.42,11.7,0.45,0.45,0.65,0.0,12.3,1,5,8,550263,1.35398,103.87197
6152,4.47,11.37,0.77,0.77,0.88,0.0,6.85,0,5,10,527201,1.35292,103.95386
6153,3.72,14.6,1.58,1.58,1.77,0.0,10.77,0,5,10,520419,1.35786,103.94657
6154,5.47,7.68,1.72,1.72,1.92,0.0,12.12,1,4,10,520826,1.35721,103.91851
6155,15.98,8.92,1.75,1.77,1.93,1.1,11.27,2,5,10,310192,1.33177,103.8504
6156,4.32,11.0,2.32,2.32,2.48,0.0,9.53,0,5,10,730303,1.43083,103.77379
6157,6.35,6.83,2.55,2.55,2.75,0.0,12.7,0,5,10,760418,1.42688,103.84633
6158,0.23,10.42,3.08,3.08,3.27,0.0,11.17,0,3,8,600135,1.33385,103.74015
6159,0.33,8.6,3.08,3.08,3.27,0.0,11.15,1,3,10,640509,1.34875,103.71935
6160,47.8,8.78,3.38,3.38,3.53,0.0,9.38,0,5,8,510440,1.36916,103.95866
6161,9.12,11.17,3.43,3.43,3.55,0.0,7.45,1,5,10,823273,1.40231,103.90127
6162,22.05,8.33,3.77,3.77,3.87,0.0,6.18,0,5,10,550263,1.35398,103.87197
6163,58.0,11.25,4.18,4.18,4.33,0.0,8.8,0,4,18,527201,1.35292,103.95386
6164,21.0,8.37,4.28,4.28,4.45,0.0,9.65,1,4,10,520419,1.35786,103.94657
6165,5.5,12.6,4.48,4.48,4.65,0.0,9.53,0,5,18,520826,1.35721,103.91851
6166,0.17,9.82,4.65,4.65,4.83,0.0,11.17,1,5,10,310192,1.33177,103.8504
6167,20.33,9.65,4.98,4.98,5.13,0.0,9.28,0,5,10,730303,1.43083,103.77379
6168,1.28,7.75,5.12,5.12,5.3,0.0,10.9,1,3,10,760418,1.42688,103.84633
6169,33.82,11.18,5.35,5.35,5.48,0.0,7.43,0,5,10,600135,1.33385,103.74015
6170,16.35,13.17,5.72,5.72,5.9,0.0,10.93,0,5,8,640509,1.34875,103.71935
6171,0.6,11.0,6.28,6.28,6.48,0.0,11.88,0,3,10,510440,1.36916,103.95866
6172,0.55,7.97,6.48,6.48,6.6,0.0,6.78,0,4,10,823273,1.40231,103.90127
6173,33.57,8.13,6.75,6.75,6.87,0.0,6.75,0,4,10,550263,1.35398,103.87197
6174,2.48,9.13,6.92,6.92,7.08,0.0,10.67,0,5,10,527201,1.35292,103.95386
6175,5.13,7.18,7.47,7.47,7.63,0.0,10.08,0,5,25,520419,1.35786,103.94657
6176,14.5,11.0,8.63,8.63,8.78,0.0,9.23,0,4,18,520826,1.35721,103.91851
6177,3.17,8.08,9.47,9.47,9.6,0.0,8.3,0,4,10,310192,1.33177,103.8504
6178,13.72,11.47,9.52,9.52,9.72,0.0,12.35,1,5,10,730303,1.43083,103.77379
6179,15.3,10.47,9.62,9.62,9.72,0.0,5.78,1,4,8,760418,1.42688,103.84633
6180,12.77,5.3,9.83,9.83,10.0,0.0,10.23,0,3,25,600135,1.33385,103.74015
6181,1.73,12.7,9.87,9.87,9.98,0.0,7.77,1,5,10,640509,1.34875,103.71935
6182,1.43,10.25,10.3,10.3,10.48,0.0,10.9,0,3,8,510440,1.36916,103.95866
6183,5.5,9.03,10.37,10.37,10.53,0.0,9.77,1,5,8,823273,1.40231,103.90127
6184,8.22,13.05,11.28,11.28,11.5,0.0,13.23,0,5,10,550263,1.35398,103.87197
6185,5.1,10.0,11.38,11.38,11.6,0.0,12.52,1,5,10,527201,1.35292,103.95386
6186,1.6,11.87,11.42,11.5,11.63,5.28,13.08,2,5,10,520419,1.35786,103.94657
6187,9.95,9.45,11.68,11.68,11.85,0.0,10.02,0,3,10,520826,1.35721,103.91851
6188,2.2,9.55,11.87,11.87,12.13,0.0,16.07,0,5,10,310192,1.33177,103.8504
6189,18.47,11.9,12.43,12.43,12.6,0.0,9.97,0,4,10,730303,1.43083,103.77379
6190,3.33,9.67,12.63,12.63,12.83,0.0,11.73,0,5,10,760418,1.42688,103.84633
6191,14.45,5.37,12.72,12.72,12.92,0.0,11.83,1,3,25,600135,1.33385,103.74015
6192,7.93,9.9,12.95,12.95,13.12,0.0,9.95,0,4,10,640509,1.34875,103.71935
6193,13.8,10.18,13.05,13.05,13.22,0.0,9.85,1,5,18,510440,1.36916,103.95866
6194,59.48,10.47,13.05,13.12,13.27,3.58,12.9,2,3,10,823273,1.40231,103.90127
6195,6.27,6.67,13.2,13.22,13.42,0.35,12.5,2,5,10,550263,1.35398,103.87197
6196,1.68,13.68,13.4,13.4,13.57,0.0,9.25,1,5,8,527201,1.35292,103.95386
6197,31.02,10.73,13.52,13.52,13.68,0.0,10.47,1,4,10,520419,1.35786,103.94657
6198,8.53,10.85,13.72,13.72,13.88,0.0,9.8,0,5,8,520826,1.35721,103.91851
6199,15.35,11.38,13.83,13.83,14.02,0.0,10.53,1,5,10,310192,1.33177,103.8504
6200,2.63,12.18,13.93,13.93,14.13,0.0,12.6,1,5,25,730303,1.43083,103.77379
6201,42.3,8.22,14.23,14.23,14.38,0.0,8.22,0,4,10,760418,1.42688,103.84633
6202,17.57,11.23,14.3,14.3,14.5,0.0,12.25,1,5,10,600135,1.33385,103.74015
6203,3.88,7.32,14.67,14.67,14.78,0.0,7.53,0,4,8,640509,1.34875,103.71935
6204,21.58,8.03,14.95,14.95,15.13,0.0,11.22,0,3,25,510440,1.36916,103.95866
6205,8.78,6.78,16.1,16.1,16.27,0.0,9.53,0,4,8,823273,1.40231,103.90127
6206,8.52,9.2,16.15,16.15,16.28,0.0,7.95,1,5,10,550263,1.35398,103.87197
6207,7.18,12.77,16.33,16.33,16.45,0.0,7.47,0,5,8,527201,1.35292,103.95386
6208,25.3,10.73,16.43,16.43,16.57,0.0,7.2,1,5,25,520419,1.35786,103.94657
6209,13.5,8.53,16.68,16.68,16.88,0.0,12.45,0,4,10,520826,1.35721,103.91851
6210,0.8,10.27,16.83,16.83,17.03,0.0,11.77,1,5,10,310192,1.33177,103.8504
6211,12.45,8.53,17.05,17.05,17.22,0.0,10.42,0,4,10,730303,1.43083,103.77379
6212,2.73,13.78,18.03,18.03,18.2,0.0,10.0,0,5,10,760418,1.42688,103.84633
6213,13.6,6.83,18.58,18.58,18.73,0.0,9.83,0,4,10,600135,1.33385,103.74015
6214,40.65,10.03,18.68,18.68,18.83,0.0,8.6,1,5,10,640509,1.34875,103.71935
6215,9.48,9.35,18.68,18.73,18.83,3.02,8.05,2,4,10,510440,1.36916,103.95866
6216,8.48,8.0,19.53,19.53,19.68,0.0,8.73,0,5,25,823273,1.40231,103.90127
6217,18.83,9.82,20.27,20.27,20.4,0.0,7.72,0,4,10,550263,1.35398,103.87197
6218,6.52,10.1,20.33,20.33,20.45,0.0,7.7,1,4,18,527201,1.35292,103.95386
6219,3.05,7.25,20.43,20.43,20.58,0.0,9.68,1,5,8,520419,1.35786,103.94657
6220,18.42,9.52,20.67,20.67,20.8,0.0,8.35,0,4,18,520826,1.35721,103.91851
6221,18.92,10.63,20.93,20.93,21.08,0.0,8.17,0,5,10,310192,1.33177,103.8504
6222,3.2,6.8,21.12,21.12,21.25,0.0,7.92,0,5,10,730303,1.43083,103.77379
6223,8.22,10.77,21.27,21.27,21.38,0.0,7.05,0,4,10,760418,1.42688,103.84633
6224,1.63,7.97,21.63,21.63,21.78,0.0,8.92,0,4,10,600135,1.33385,103.74015
6225,47.23,7.75,21.88,21.88,22.05,0.0,10.13,0,4,10,640509,1.34875,103.71935
6226,29.98,11.57,22.05,22.05,22.18,0.0,7.47,0,5,10,510440,1.36916,103.95866
6227,8.18,10.5,22.43,22.43,22.65,0.0,12.5,0,3,25,823273,1.40231,103.90127
6228,11.9,7.3,23.27,23.27,23.43,0.0,9.85,0,5,10,550263,1.35398,103.87197
6229,44.7,12.83,23.53,23.53,23.72,0.0,11.1,0,5,10,527201,1.35292,103.95386
6230,13.6,10.03,23.83,23.83,0.02,0.0,10.7,0,3,10,520419,1.35786,103.94657
6231,18.93,10.97,23.9,23.9,0.1,0.0,12.35,1,4,10,520826,1.35721,103.91851
6232,18.92,10.35,23.95,0.02,0.15,3.98,12.05,2,5,10,310192,1.33177,103.8504
6233,2.25,8.58,0.02,0.1,0.27,4.97,14.65,2,5,8,730303,1.43083,103.77379
6234,19.4,10.65,0.72,0.72,0.9,0.0,11.2,0,3,10,760418,1.42688,103.84633
6235,4.95,11.82,1.37,1.37,1.53,0.0,10.28,0,5,10,600135,1.33385,103.74015
6236,8.48,12.27,1.75,1.75,1.92,0.0,10.23,0,4,10,640509,1.34875,103.71935
6237,15.37,11.05,2.1,2.1,2.22,0.0,6.97,0,5,10,510440,1.36916,103.95866
6238,11.23,13.43,2.57,2.57,2.82,0.0,14.58,0,5,8,823273,1.40231,103.90127
6239,1.27,6.98,2.62,2.62,2.75,0.0,7.8,1,4,10,550263,1.35398,103.87197
6240,1.4,9.87,2.9,2.9,3.07,0.0,9.75,0,5,10,527201,1.35292,103.95386
6241,4.1,4.73,3.13,3.13,3.27,0.0,8.6,0,5,25,520419,1.35786,103.94657
6242,3.8,10.98,3.22,3.22,3.4,0.0,10.37,1,5,10,520826,1.35721,103.91851
6243,1.87,9.9,3.28,3.28,3.43,0.0,9.05,1,5,10,310192,1.33177,103.8504
6244,42.38,8.53,3.43,3.43,3.67,0.0,14.17,1,5,10,730303,1.43083,103.77379
6245,3.52,10.13,3.58,3.58,3.73,0.0,9.2,1,4,10,760418,1.42688,103.84633
6246,26.68,6.68,3.78,3.78,4.02,0.0,14.17,0,3,10,600135,1.33385,103.74015
6247,0.15,11.47,3.87,3.87,4.0,0.0,8.63,1,4,25,640509,1.34875,103.71935
6248,21.0,12.53,3.98,4.0,4.12,1.62,8.78,2,5,10,510440,1.36916,103.95866
6249,1.78,11.12,4.28,4.28,4.45,0.0,10.17,0,3,10,823273,1.40231,103.90127
6250,54.55,12.78,4.62,4.62,4.78,0.0,10.4,0,3,25,550263,1.35398,103.87197
6251,24.23,10.92,4.65,4.65,4.83,0.0,10.97,1,4,10,527201,1.35292,103.95386
6252,6.38,9.7,4.83,4.83,5.0,0.0,9.73,0,4,10,520419,1.35786,103.94657
6253,11.22,10.73,5.32,5.32,5.52,0.0,11.68,0,5,25,520826,1.35721,103.91851
6254,5.93,9.27,5.9,5.9,6.08,0.0,11.82,0,4,10,310192,1.33177,103.8504
6255,6.75,9.32,6.07,6.07,6.22,0.0,8.58,1,5,10,730303,1.43083,103.77379
6256,0.55,12.72,6.1,6.1,6.35,0.0,14.53,1,4,10,760418,1.42688,103.84633
6257,8.8,5.75,6.18,6.22,6.33,2.13,9.15,2,5,10,600135,1.33385,103.74015
6258,5.97,12.92,6.22,6.33,6.52,6.5,17.45,2,4,18,640509,1.34875,103.71935
6259,18.6,11.15,6.25,6.35,6.52,5.67,15.88,3,4,10,510440,1.36916,103.95866
6260,43.38,12.95,6.37,6.52,6.65,8.8,17.32,2,5,10,823273,1.40231,103.90127
6261,0.35,11.93,6.43,6.52,6.68,5.2,15.08,3,3,10,550263,1.35398,103.87197
6262,30.22,7.77,6.9,6.9,7.07,0.0,10.42,0,5,10,527201,1.35292,103.95386
6263,46.97,9.8,7.0,7.0,7.1,0.0,5.62,1,5,10,520419,1.35786,103.94657
6264,12.7,9.67,7.35,7.35,7.52,0.0,9.88,0,4,10,520826,1.35721,103.91851
6265,38.75,5.62,8.23,8.23,8.42,0.0,11.02,0,5,8,310192,1.33177,103.8504
6266,55.4,14.22,8.37,8.37,8.48,0.0,7.12,1,4,10,730303,1.43083,103.77379
6267,13.23,7.47,8.57,8.57,8.75,0.0,11.38,0,4,18,760418,1.42688,103.84633
