customer,interarrival_time,service_time,arrival_time,service_start,service_end,wait_time,process_duration,queue_length,rating,price_paid,category,postal_code,lat,long
5423,25:06:00,11:05,9:28,9:28,9:35,0:00,7:02,0,4,4.8,H,330027,1.31884,103.86282
5424,1:28,10:04,9:30,9:30,9:41,0:00,11:27,1,3,4.8,H,570510,1.34878,103.8497
5425,2:58,12:07,9:33,9:35,9:42,2:19,8:57,2,4,4.8,H,650156,1.34836,103.74384
5426,5:51,11:53,9:59,9:59,10:07,0:00,7:45,0,4,4.8,H,680623,1.39832,103.74734
5427,8:50,9:27,10:09,10:09,10:20,0:00,10:45,0,4,4.8,H,121441,1.31483,103.7646
5428,25:10:00,10:41,10:18,10:18,10:26,0:00,8:02,1,5,4.8,H,508913,1.37093,103.97119
5429,25:35:00,10:34,10:25,10:25,10:32,0:00,7:22,1,4,4.8,H,540330,1.39681,103.88936
5430,27:10:00,11:08,10:54,10:54,11:02,0:00,8:26,0,4,4.8,H,670260,1.3884,103.78793
5431,16:22,9:07,11:03,11:03,11:11,0:00,8:05,0,4,38,RWBH,460211,1.3256,103.93241
5432,0:49,14:04,11:05,11:05,11:13,0:00,8:26,1,4,4.8,H,470631,1.33331,103.91448
5433,45:35:00,9:59,11:07,11:11,11:19,3:35,11:35,2,5,4.8,H,330027,1.31884,103.86282
5434,14:09,10:27,11:28,11:28,11:40,0:00,11:36,0,5,4.8,H,570510,1.34878,103.8497
5435,31:22:00,10:18,11:39,11:39,11:50,0:00,10:02,1,3,4.8,H,650156,1.34836,103.74384
5436,7:35,9:47,12:31,12:31,12:43,0:00,11:39,0,3,4.8,H,680623,1.39832,103.74734
5437,57:18:00,14:49,12:45,12:45,12:53,0:00,8:08,0,4,4.8,H,121441,1.31483,103.7646
5438,5:06,6:33,13:00,13:00,13:14,0:00,14:15,0,3,4.8,H,530108,1.35288,103.8905
5439,0:12,9:55,13:07,13:07,13:16,0:00,8:50,1,4,22.8,PWBH,530682,1.37373,103.88552
5440,6:21,12:59,13:25,13:25,13:38,0:00,12:08,0,4,4.8,H,530804,1.37115,103.89447
5441,11:10,12:12,13:26,13:26,13:32,0:00,6:24,1,4,4.8,H,508913,1.37093,103.97119
5442,7:39,9:48,13:42,13:42,13:51,0:00,9:16,0,5,4.8,H,540330,1.39681,103.88936
5443,6:09,12:30,13:45,13:45,13:53,0:00,7:43,1,4,4.8,H,670260,1.3884,103.78793
5444,7:39,7:27,14:49,14:49,14:55,0:00,6:50,0,5,15.8,SWBH,460211,1.3256,103.93241
5445,4:09,10:18,14:49,14:49,14:59,0:00,9:48,1,5,12.8,CWB,470631,1.33331,103.91448
5446,13:07,12:17,14:53,14:55,15:07,2:20,13:27,2,4,4.8,H,330027,1.31884,103.86282
5447,0:14,9:04,15:24,15:24,15:35,0:00,11:00,0,5,4.8,H,570510,1.34878,103.8497
5448,3:36,8:45,15:58,15:58,16:07,0:00,8:31,0,5,38,RWBH,650156,1.34836,103.74384
5449,11:10,6:40,16:18,16:18,16:30,0:00,12:19,0,3,4.8,H,680623,1.39832,103.74734
5450,14:25,9:33,16:24,16:24,16:34,0:00,10:02,1,3,4.8,H,121441,1.31483,103.7646
5451,24:16:00,8:47,16:33,16:33,16:41,0:00,8:39,1,4,4.8,H,530108,1.35288,103.8905
5452,4:31,9:27,16:34,16:34,16:45,0:00,10:39,1,5,4.8,H,530682,1.37373,103.88552
5453,5:57,9:56,16:35,16:41,16:50,5:59,14:11,2,5,4.8,H,530804,1.37115,103.89447
5454,35:05:00,11:42,17:04,17:04,17:13,0:00,8:40,0,5,38,RWBH,508913,1.37093,103.97119
5455,1:03,9:19,17:38,17:38,17:47,0:00,8:42,0,4,22.8,PWBH,540330,1.39681,103.88936
5456,9:49,13:42,18:33,18:33,18:43,0:00,10:20,0,3,12.8,CWB,670260,1.3884,103.78793
5457,1:36,13:11,18:55,18:55,19:07,0:00,12:13,0,4,4.8,H,460211,1.3256,103.93241
5458,8:22,11:52,19:19,19:19,19:29,0:00,9:39,0,4,4.8,H,470631,1.33331,103.91448
5459,24:23:00,8:35,19:32,19:32,19:43,0:00,11:31,0,5,4.8,H,330027,1.31884,103.86282
5460,31:35:00,12:18,19:52,19:52,20:04,0:00,12:01,0,4,4.8,H,570510,1.34878,103.8497
5461,1:43,10:41,20:05,20:05,20:15,0:00,9:32,0,4,4.8,H,650156,1.34836,103.74384
5462,17:34,11:23,20:11,20:11,20:26,0:00,14:43,1,5,4.8,H,680623,1.39832,103.74734
5463,1:33,8:54,20:32,20:32,20:43,0:00,10:23,0,4,4.8,H,121441,1.31483,103.7646
5464,22:26,7:35,20:37,20:37,20:43,0:00,6:37,1,5,4.8,H,508913,1.37093,103.97119
5465,6:28,11:57,21:04,21:04,21:16,0:00,11:31,0,3,4.8,H,540330,1.39681,103.88936
5466,2:33,12:42,21:14,21:14,21:26,0:00,11:27,1,4,4.8,H,670260,1.3884,103.78793
5467,2:06,9:28,21:17,21:17,21:25,0:00,8:49,1,5,4.8,H,460211,1.3256,103.93241
5468,8:31,9:54,21:36,21:36,21:49,0:00,13:35,0,4,4.8,H,470631,1.33331,103.91448
5469,12:40,10:36,21:38,21:38,21:49,0:00,11:27,1,4,4.8,H,330027,1.31884,103.86282
5470,17:13,10:08,21:41,21:49,21:59,7:42,17:32,2,4,4.8,H,570510,1.34878,103.8497
5471,1:23,11:58,21:59,21:59,22:07,0:00,8:00,1,4,12.8,CWB,650156,1.34836,103.74384
5472,5:00,10:33,22:25,22:25,22:36,0:00,10:45,0,5,4.8,H,680623,1.39832,103.74734
5473,17:31,11:45,23:01,23:01,23:08,0:00,7:40,0,4,4.8,H,121441,1.31483,103.7646
5474,11:28,10:51,23:04,23:04,23:12,0:00,7:40,1,4,4.8,H,530108,1.35288,103.8905
5475,13:34,9:04,23:07,23:08,23:18,1:13,11:10,2,4,4.8,H,530682,1.37373,103.88552
5476,3:18,9:49,23:18,23:18,23:28,0:00,10:25,1,5,4.8,H,530804,1.37115,103.89447
5477,7:30,11:46,23:27,23:27,23:34,0:00,7:40,1,5,4.8,H,508913,1.37093,103.97119
5478,26:23:00,9:29,23:46,23:46,23:54,0:00,8:54,0,5,4.8,H,540330,1.39681,103.88936
5479,2:47,11:12,0:18,0:18,0:27,0:00,8:51,0,4,4.8,H,670260,1.3884,103.78793
5480,4:23,12:20,0:20,0:20,0:31,0:00,10:42,1,3,12.8,CWB,460211,1.3256,103.93241
5481,2:18,12:44,1:00,1:00,1:10,0:00,9:59,0,4,4.8,H,470631,1.33331,103.91448
5482,0:14,8:57,1:10,1:10,1:21,0:00,10:55,1,5,4.8,H,330027,1.31884,103.86282
5483,2:20,10:47,1:59,1:59,2:12,0:00,13:04,0,4,4.8,H,570510,1.34878,103.8497
5484,1:03,8:46,2:28,2:28,2:39,0:00,11:11,0,5,4.8,H,650156,1.34836,103.74384
5485,34:48:00,10:45,2:50,2:50,3:02,0:00,11:40,0,5,12.8,CWB,680623,1.39832,103.74734
5486,6:30,12:36,3:28,3:28,3:38,0:00,9:32,0,5,4.8,H,121441,1.31483,103.7646
5487,19:45,6:56,3:35,3:35,3:42,0:00,7:25,1,4,4.8,H,530108,1.35288,103.8905
5488,2:39,7:48,4:16,4:16,4:31,0:00,14:20,0,4,4.8,H,530682,1.37373,103.88552
5489,20:36,7:49,4:51,4:51,5:03,0:00,11:33,0,3,15.8,SWBH,530804,1.37115,103.89447
5490,1:06,9:44,5:15,5:15,5:28,0:00,12:37,0,5,4.8,H,508913,1.37093,103.97119
5491,53:59:00,9:04,5:22,5:22,5:34,0:00,11:48,1,3,4.8,H,540330,1.39681,103.88936
5492,10:50,11:52,5:38,5:38,5:48,0:00,10:12,0,3,4.8,H,670260,1.3884,103.78793
5493,8:36,12:28,5:46,5:46,5:59,0:00,12:30,1,5,4.8,H,460211,1.3256,103.93241
5494,5:32,10:56,5:47,5:48,5:58,1:10,10:57,2,3,22.8,PWBH,470631,1.33331,103.91448
5495,27:52:00,11:51,5:53,5:58,6:08,4:38,15:01,2,4,4.8,H,330027,1.31884,103.86282
5496,20:42,11:12,6:26,6:26,6:35,0:00,8:42,0,4,4.8,H,570510,1.34878,103.8497
5497,40:13:00,7:49,6:28,6:28,6:37,0:00,8:44,1,5,4.8,H,650156,1.34836,103.74384
5498,23:49,10:17,6:36,6:36,6:46,0:00,10:10,1,5,4.8,H,680623,1.39832,103.74734
5499,57:24:00,5:56,6:36,6:37,6:48,0:32,11:33,2,5,4.8,H,121441,1.31483,103.7646
5500,2:33,10:23,6:43,6:46,6:57,2:35,13:22,2,4,4.8,H,508913,1.37093,103.97119
5501,43:42:00,10:44,7:03,7:03,7:13,0:00,10:27,0,3,4.8,H,540330,1.39681,103.88936
5502,39:52:00,12:12,7:30,7:30,7:43,0:00,13:15,0,4,22.8,PWBH,670260,1.3884,103.78793
5503,0:18,7:44,7:39,7:39,7:48,0:00,9:14,1,4,4.8,H,460211,1.3256,103.93241
5504,27:16:00,11:10,7:44,7:44,7:52,0:00,8:13,1,4,22.8,PWBH,470631,1.33331,103.91448
5505,11:12,16:47,8:05,8:05,8:16,0:00,10:59,0,5,4.8,H,330027,1.31884,103.86282
5506,12:09,11:11,8:32,8:32,8:42,0:00,10:14,0,3,4.8,H,570510,1.34878,103.8497
5507,4:24,7:42,8:52,8:52,9:04,0:00,11:23,0,4,4.8,H,650156,1.34836,103.74384
5508,28:26:00,9:17,9:26,9:26,9:38,0:00,12:30,0,5,12.8,CWB,680623,1.39832,103.74734
5509,1:40,12:57,9:40,9:40,9:48,0:00,8:03,0,5,4.8,H,121441,1.31483,103.7646
5510,12:40,10:37,10:03,10:03,10:10,0:00,7:32,0,5,4.8,H,530108,1.35288,103.8905
5511,15:59,10:02,10:21,10:21,10:29,0:00,8:03,0,4,12.8,CWB,530682,1.37373,103.88552
5512,8:51,11:24,10:28,10:28,10:36,0:00,8:06,1,5,4.8,H,530804,1.37115,103.89447
5513,17:55,10:29,11:17,11:17,11:24,0:00,6:53,0,5,4.8,H,508913,1.37093,103.97119
5514,13:42,8:06,11:34,11:34,11:45,0:00,10:39,0,3,4.8,H,540330,1.39681,103.88936
5515,1:39,10:59,11:38,11:38,11:50,0:00,11:34,1,5,4.8,H,670260,1.3884,103.78793
5516,31:08:00,6:45,12:25,12:25,12:35,0:00,10:04,0,4,4.8,H,460211,1.3256,103.93241
5517,5:34,10:29,12:34,12:34,12:45,0:00,10:40,1,5,4.8,H,470631,1.33331,103.91448
5518,2:33,9:44,12:37,12:37,12:52,0:00,14:56,1,3,4.8,H,330027,1.31884,103.86282
5519,8:16,10:02,12:42,12:45,12:54,2:48,12:34,2,4,4.8,H,570510,1.34878,103.8497
5520,5:19,11:05,12:47,12:52,13:01,4:51,13:48,2,4,4.8,H,650156,1.34836,103.74384
5521,8:59,7:27,13:04,13:04,13:15,0:00,11:26,0,5,4.8,H,680623,1.39832,103.74734
5522,3:03,10:40,13:04,13:04,13:13,0:00,9:20,1,4,4.8,H,121441,1.31483,103.7646
5523,5:07,10:40,13:07,13:13,13:21,6:46,14:33,2,4,4.8,H,530108,1.35288,103.8905
5524,50:56:00,11:23,13:07,13:15,13:29,8:20,21:51,3,3,22.8,PWBH,530682,1.37373,103.88552
5525,0:44,9:53,13:08,13:21,13:32,13:14,24:39:00,4,3,4.8,H,530804,1.37115,103.89447
5526,5:59,13:03,13:11,13:29,13:38,17:49,27:16:00,5,1,4.8,H,508913,1.37093,103.97119
5527,19:31,12:46,13:34,13:34,13:40,0:00,5:37,1,4,12.8,CWB,540330,1.39681,103.88936
5528,0:08,13:02,13:58,13:58,14:11,0:00,13:14,0,4,4.8,H,670260,1.3884,103.78793
5529,3:52,8:02,14:06,14:06,14:18,0:00,12:18,1,4,38,RWBH,460211,1.3256,103.93241
5530,1:57,4:50,14:12,14:12,14:22,0:00,10:00,1,3,4.8,H,470631,1.33331,103.91448
5531,38:26:00,8:30,14:15,14:18,14:29,3:11,14:36,2,3,22.8,PWBH,330027,1.31884,103.86282
5532,12:57,10:43,14:23,14:23,14:32,0:00,9:01,1,4,4.8,H,570510,1.34878,103.8497
5533,8:21,8:40,14:40,14:40,14:48,0:00,8:35,0,5,4.8,H,650156,1.34836,103.74384
5534,9:34,10:19,14:52,14:52,15:09,0:00,16:50,0,4,4.8,H,680623,1.39832,103.74734
5535,3:55,6:22,14:57,14:57,15:02,0:00,5:10,1,4,15.8,SWBH,121441,1.31483,103.7646
5536,8:19,9:39,14:59,15:02,15:13,3:07,13:50,2,4,4.8,H,508913,1.37093,103.97119
5537,10:41,11:17,15:06,15:09,15:18,3:17,12:11,2,5,22.8,PWBH,540330,1.39681,103.88936
5538,3:45,10:25,15:18,15:18,15:26,0:00,8:07,1,5,4.8,H,670260,1.3884,103.78793
5539,0:26,10:14,16:00,16:00,16:10,0:00,9:31,0,5,4.8,H,460211,1.3256,103.93241
5540,0:47,7:07,16:16,16:16,16:24,0:00,8:16,0,4,4.8,H,470631,1.33331,103.91448
5541,46:39:00,11:52,16:17,16:17,16:25,0:00,7:12,1,5,12.8,CWB,330027,1.31884,103.86282
5542,3:30,9:22,16:24,16:24,16:33,0:00,8:27,1,5,4.8,H,570510,1.34878,103.8497
5543,13:20,10:08,17:08,17:08,17:19,0:00,10:57,0,4,12.8,CWB,650156,1.34836,103.74384
5544,5:52,11:37,17:30,17:30,17:38,0:00,8:42,0,5,4.8,H,680623,1.39832,103.74734
5545,26:39:00,11:15,17:41,17:41,17:49,0:00,7:36,0,5,4.8,H,121441,1.31483,103.7646
5546,15:21,13:29,17:56,17:56,18:07,0:00,11:21,0,3,4.8,H,530108,1.35288,103.8905
5547,9:02,9:38,18:29,18:29,18:40,0:00,11:20,0,5,4.8,H,530682,1.37373,103.88552
5548,10:28,13:19,18:54,18:54,19:03,0:00,8:57,0,4,4.8,H,530804,1.37115,103.89447
5549,10:45,12:12,19:12,19:12,19:22,0:00,9:37,0,4,4.8,H,508913,1.37093,103.97119
5550,17:44,9:36,19:29,19:29,19:36,0:00,7:46,0,4,38,RWBH,540330,1.39681,103.88936
5551,10:37,8:55,20:03,20:03,20:13,0:00,9:52,0,5,4.8,H,670260,1.3884,103.78793
5552,10:19,7:57,20:11,20:11,20:24,0:00,12:49,1,5,4.8,H,460211,1.3256,103.93241
5553,17:01,9:39,20:16,20:16,20:26,0:00,10:10,1,3,4.8,H,470631,1.33331,103.91448
5554,1:13,10:59,20:18,20:24,20:33,6:10,15:39,2,4,4.8,H,330027,1.31884,103.86282
5555,26:24:00,8:13,20:18,20:26,20:36,8:10,17:58,3,5,4.8,H,570510,1.34878,103.8497
5556,7:24,5:16,20:45,20:45,20:53,0:00,8:38,0,5,4.8,H,650156,1.34836,103.74384
5557,1:11,12:17,21:14,21:14,21:25,0:00,11:15,0,4,4.8,H,680623,1.39832,103.74734
5558,3:13,11:14,21:40,21:40,21:47,0:00,7:06,0,5,4.8,H,121441,1.31483,103.7646
5559,0:18,14:33,21:41,21:41,21:51,0:00,9:42,1,5,4.8,H,530108,1.35288,103.8905
5560,4:54,10:35,22:00,22:00,22:10,0:00,9:25,0,4,12.8,CWB,530682,1.37373,103.88552
5561,21:05,9:47,22:01,22:01,22:08,0:00,7:01,1,4,4.8,H,530804,1.37115,103.89447
5562,4:19,10:43,22:02,22:08,22:18,6:22,15:56,2,4,4.8,H,508913,1.37093,103.97119
5563,43:34:00,10:38,22:16,22:16,22:25,0:00,8:50,1,4,4.8,H,540330,1.39681,103.88936
5564,2:28,12:34,22:31,22:31,22:37,0:00,5:39,0,4,4.8,H,670260,1.3884,103.78793
5565,9:11,5:54,22:34,22:34,22:45,0:00,10:27,1,5,4.8,H,460211,1.3256,103.93241
5566,0:23,9:10,22:39,22:39,22:48,0:00,9:05,1,5,4.8,H,470631,1.33331,103.91448
5567,6:18,8:25,23:12,23:12,23:23,0:00,10:34,0,5,4.8,H,330027,1.31884,103.86282
5568,7:07,13:17,23:27,23:27,23:35,0:00,8:01,0,4,4.8,H,570510,1.34878,103.8497
5569,5:36,11:53,23:49,23:49,0:02,0:00,12:37,0,3,4.8,H,650156,1.34836,103.74384
5570,33:11:00,10:54,0:11,0:11,0:22,0:00,10:30,0,5,22.8,PWBH,680623,1.39832,103.74734
5571,1:00,11:30,0:13,0:13,0:20,0:00,6:26,1,4,4.8,H,121441,1.31483,103.7646
5572,27:30:00,11:40,0:22,0:22,0:29,0:00,6:49,0,5,4.8,H,508913,1.37093,103.97119
5573,0:50,12:08,0:39,0:39,0:45,0:00,6:33,0,4,4.8,H,540330,1.39681,103.88936
5574,30:06:00,11:30,0:46,0:46,0:55,0:00,8:52,0,5,4.8,H,670260,1.3884,103.78793
5575,43:07:00,6:54,0:46,0:46,0:56,0:00,9:26,1,4,4.8,H,460211,1.3256,103.93241
5576,18:10,9:29,0:59,0:59,1:09,0:00,9:56,0,5,4.8,H,470631,1.33331,103.91448
5577,14:57,4:10,1:05,1:05,1:15,0:00,10:16,1,3,4.8,H,330027,1.31884,103.86282
5578,28:34:00,10:30,1:08,1:09,1:18,0:50,10:23,2,5,4.8,H,570510,1.34878,103.8497
5579,15:28,5:28,1:10,1:15,1:25,5:26,15:34,2,3,4.8,H,650156,1.34836,103.74384
5580,29:29:00,8:34,1:24,1:24,1:35,0:00,11:37,1,3,4.8,H,680623,1.39832,103.74734
5581,2:46,10:02,1:24,1:25,1:34,1:17,10:27,2,4,4.8,H,121441,1.31483,103.7646
5582,15:41,9:45,1:31,1:34,1:47,3:19,15:38,2,3,4.8,H,530108,1.35288,103.8905
5583,8:41,13:22,1:47,1:47,2:02,0:00,14:41,0,4,4.8,H,530682,1.37373,103.88552
5584,6:45,12:13,1:52,1:52,2:04,0:00,12:11,1,4,4.8,H,530804,1.37115,103.89447
5585,19:37,8:14,1:57,2:02,2:15,4:55,18:18,2,4,4.8,H,508913,1.37093,103.97119
5586,19:45,8:02,1:57,2:04,2:15,6:32,17:39,3,3,4.8,H,540330,1.39681,103.88936
5587,5:46,11:02,2:01,2:15,2:23,13:28,21:21,4,1,4.8,H,670260,1.3884,103.78793
5588,3:31,9:30,2:08,2:15,2:24,7:05,15:17,3,4,4.8,H,460211,1.3256,103.93241
5589,13:48,6:06,2:14,2:23,2:38,9:01,24:13:00,4,3,38,RWBH,470631,1.33331,103.91448
5590,1:12,9:57,2:18,2:24,2:35,5:06,16:09,3,4,4.8,H,330027,1.31884,103.86282
5591,11:38,9:28,2:23,2:35,2:46,12:00,23:46,4,3,4.8,H,570510,1.34878,103.8497
5592,7:44,12:10,2:24,2:38,2:46,13:53,21:54,3,3,4.8,H,650156,1.34836,103.74384
5593,0:17,10:53,2:52,2:52,3:02,0:00,9:48,0,4,4.8,H,680623,1.39832,103.74734
5594,23:48,11:58,3:03,3:03,3:13,0:00,9:44,0,4,4.8,H,121441,1.31483,103.7646
5595,4:56,8:58,3:08,3:08,3:18,0:00,9:49,1,5,4.8,H,530108,1.35288,103.8905
5596,11:15,8:09,3:23,3:23,3:37,0:00,14:34,0,3,4.8,H,530682,1.37373,103.88552
5597,33:40:00,11:19,3:56,3:56,4:02,0:00,6:43,0,5,4.8,H,530804,1.37115,103.89447
5598,3:29,9:45,3:57,3:57,4:07,0:00,10:23,1,4,12.8,CWB,508913,1.37093,103.97119
5599,3:42,10:59,4:35,4:35,4:43,0:00,8:27,0,4,4.8,H,540330,1.39681,103.88936
5600,31:58:00,11:41,4:37,4:37,4:44,0:00,7:02,1,4,4.8,H,670260,1.3884,103.78793
5601,34:31:00,11:19,4:38,4:43,4:55,5:43,17:42,2,3,4.8,H,460211,1.3256,103.93241
5602,24:25:00,6:26,4:44,4:44,4:49,0:09,5:45,2,4,4.8,H,470631,1.33331,103.91448
5603,10:53,8:14,4:44,4:49,4:56,5:45,12:34,3,5,4.8,H,330027,1.31884,103.86282
5604,5:36,5:04,4:49,4:55,5:06,6:18,16:55,3,3,4.8,H,570510,1.34878,103.8497
5605,9:28,9:55,4:56,4:56,5:03,0:22,7:10,2,4,4.8,H,650156,1.34836,103.74384
5606,9:27,13:00,5:24,5:24,5:32,0:00,7:57,0,4,12.8,CWB,680623,1.39832,103.74734
5607,21:21,7:33,5:33,5:33,5:40,0:00,6:47,0,4,4.8,H,121441,1.31483,103.7646
5608,13:47,10:14,5:50,5:50,6:04,0:00,13:49,0,4,4.8,H,508913,1.37093,103.97119
5609,18:38,9:29,5:53,5:53,6:00,0:00,7:18,1,4,4.8,H,540330,1.39681,103.88936
5610,31:24:00,9:21,6:01,6:01,6:10,0:00,9:01,1,5,4.8,H,670260,1.3884,103.78793
5611,14:29,9:50,6:32,6:32,6:42,0:00,10:18,0,4,4.8,H,460211,1.3256,103.93241
5612,20:36,13:50,6:32,6:32,6:44,0:00,11:47,1,3,4.8,H,470631,1.33331,103.91448
5613,9:00,9:59,6:36,6:42,6:52,6:12,16:49,2,4,4.8,H,330027,1.31884,103.86282
5614,30:29:00,11:57,7:11,7:11,7:19,0:00,8:00,0,4,4.8,H,570510,1.34878,103.8497
5615,38:26:00,7:55,7:32,7:32,7:41,0:00,8:50,0,4,4.8,H,650156,1.34836,103.74384
5616,6:54,8:14,7:49,7:49,7:59,0:00,10:09,0,3,12.8,CWB,680623,1.39832,103.74734
5617,7:43,10:34,7:56,7:56,8:06,0:00,9:54,1,4,4.8,H,121441,1.31483,103.7646
5618,27:33:00,12:10,7:59,7:59,8:08,0:00,9:26,1,5,4.8,H,530108,1.35288,103.8905
5619,4:20,7:51,8:05,8:06,8:16,0:57,10:50,2,5,4.8,H,530682,1.37373,103.88552
5620,1:41,14:00,8:32,8:32,8:41,0:00,8:46,0,5,4.8,H,530804,1.37115,103.89447
5621,5:34,11:04,9:09,9:09,9:21,0:00,11:37,0,4,22.8,PWBH,508913,1.37093,103.97119
5622,32:06:00,10:14,9:43,9:43,9:53,0:00,10:17,0,5,4.8,H,540330,1.39681,103.88936
5623,1:05,8:26,9:55,9:55,10:05,0:00,9:58,0,4,22.8,PWBH,670260,1.3884,103.78793
5624,4:32,7:45,10:07,10:07,10:17,0:00,10:16,0,5,4.8,H,460211,1.3256,103.93241
5625,20:07,13:06,10:33,10:33,10:44,0:00,10:44,0,5,22.8,PWBH,470631,1.33331,103.91448
5626,0:38,9:33,10:44,10:44,10:53,0:00,8:55,1,4,4.8,H,330027,1.31884,103.86282
5627,1:26,7:57,11:09,11:09,11:21,0:00,12:22,0,4,38,RWBH,570510,1.34878,103.8497
5628,4:39,9:40,11:26,11:26,11:35,0:00,9:18,0,5,4.8,H,650156,1.34836,103.74384
5629,25:08:00,10:37,11:36,11:36,11:47,0:00,11:24,0,5,4.8,H,680623,1.39832,103.74734
5630,2:46,11:05,11:36,11:36,11:48,0:00,11:25,1,4,4.8,H,121441,1.31483,103.7646
5631,1:23,12:30,11:45,11:47,11:57,2:40,11:45,2,5,4.8,H,530108,1.35288,103.8905
5632,8:52,8:44,12:05,12:05,12:17,0:00,12:18,0,5,4.8,H,530682,1.37373,103.88552
5633,9:50,11:31,12:05,12:05,12:16,0:00,10:54,1,5,4.8,H,530804,1.37115,103.89447
5634,15:00,8:05,12:33,12:33,12:43,0:00,10:35,0,3,4.8,H,508913,1.37093,103.97119
5635,14:03,12:50,12:41,12:41,12:50,0:00,9:07,1,4,4.8,H,540330,1.39681,103.88936
5636,9:38,8:00,12:56,12:56,13:04,0:00,8:49,0,5,4.8,H,670260,1.3884,103.78793
5637,23:17,9:10,13:26,13:26,13:38,0:00,11:23,0,5,4.8,H,460211,1.3256,103.93241
5638,43:12:00,5:22,13:55,13:55,14:01,0:00,5:50,0,5,4.8,H,470631,1.33331,103.91448
5639,3:21,9:36,14:17,14:17,14:28,0:00,11:30,0,4,4.8,H,330027,1.31884,103.86282
5640,9:01,11:42,14:20,14:20,14:31,0:00,11:28,1,5,4.8,H,570510,1.34878,103.8497
5641,21:16,8:42,14:25,14:28,14:37,2:47,11:53,2,3,4.8,H,650156,1.34836,103.74384
5642,32:32:00,9:17,14:49,14:49,15:00,0:00,11:04,0,3,4.8,H,680623,1.39832,103.74734
5643,0:18,12:14,15:05,15:05,15:15,0:00,10:20,0,3,4.8,H,121441,1.31483,103.7646
5644,2:59,11:26,15:28,15:28,15:37,0:00,8:41,0,4,4.8,H,508913,1.37093,103.97119
5645,12:44,6:59,15:28,15:28,15:35,0:00,6:34,1,4,4.8,H,540330,1.39681,103.88936
5646,5:19,12:13,16:16,16:16,16:24,0:00,7:45,0,5,4.8,H,670260,1.3884,103.78793
5647,3:57,9:53,16:35,16:35,16:44,0:00,8:46,0,5,12.8,CWB,460211,1.3256,103.93241
5648,5:35,9:59,16:56,16:56,17:04,0:00,7:48,0,5,4.8,H,470631,1.33331,103.91448
5649,9:48,8:42,17:38,17:38,17:49,0:00,11:27,0,3,4.8,H,330027,1.31884,103.86282
5650,22:01,7:51,17:49,17:49,17:58,0:00,9:00,1,5,4.8,H,570510,1.34878,103.8497
5651,39:32:00,7:14,18:02,18:02,18:12,0:00,9:19,0,4,12.8,CWB,650156,1.34836,103.74384
5652,2:19,9:35,18:10,18:10,18:22,0:00,12:02,1,3,4.8,H,680623,1.39832,103.74734
5653,7:00,12:32,18:10,18:12,18:22,1:20,11:51,2,3,4.8,H,121441,1.31483,103.7646
5654,29:35:00,5:25,18:13,18:22,18:33,9:20,20:11,2,2,4.8,H,530108,1.35288,103.8905
5655,11:05,7:24,18:14,18:22,18:31,8:03,16:18,3,4,4.8,H,530682,1.37373,103.88552
5656,18:05,8:05,18:29,18:31,18:43,2:02,14:01,2,5,4.8,H,530804,1.37115,103.89447
5657,20:34,11:08,18:36,18:36,18:48,0:00,11:32,1,5,4.8,H,508913,1.37093,103.97119
5658,11:07,8:18,18:45,18:45,18:55,0:00,10:19,1,3,12.8,CWB,540330,1.39681,103.88936
5659,0:06,6:53,19:02,19:02,19:09,0:00,7:30,0,4,4.8,H,670260,1.3884,103.78793
5660,1:26,14:57,19:15,19:15,19:20,0:00,5:39,0,4,4.8,H,460211,1.3256,103.93241
5661,29:22:00,11:56,19:32,19:32,19:40,0:00,7:59,0,5,4.8,H,470631,1.33331,103.91448
5662,1:32,10:27,19:41,19:41,19:52,0:00,10:40,0,5,12.8,CWB,330027,1.31884,103.86282
5663,9:05,4:21,19:42,19:42,19:55,0:00,12:54,1,3,4.8,H,570510,1.34878,103.8497
5664,9:45,7:54,20:05,20:05,20:18,0:00,12:35,0,5,4.8,H,650156,1.34836,103.74384
5665,41:29:00,8:14,20:06,20:06,20:17,0:00,11:34,1,3,4.8,H,680623,1.39832,103.74734
5666,27:43:00,9:45,20:50,20:50,21:02,0:00,11:55,0,5,4.8,H,121441,1.31483,103.7646
5667,31:17:00,12:58,21:15,21:15,21:27,0:00,11:56,0,4,4.8,H,530108,1.35288,103.8905
5668,16:49,13:21,21:36,21:36,21:50,0:00,13:54,0,5,12.8,CWB,530682,1.37373,103.88552
5669,24:39:00,7:27,22:05,22:05,22:17,0:00,12:01,0,4,4.8,H,530804,1.37115,103.89447
5670,25:10:00,12:10,22:22,22:22,22:32,0:00,9:02,0,4,4.8,H,508913,1.37093,103.97119
5671,21:10,8:58,22:24,22:24,22:32,0:00,8:24,1,4,4.8,H,540330,1.39681,103.88936
5672,16:26,9:29,22:34,22:34,22:45,0:00,11:02,0,5,4.8,H,670260,1.3884,103.78793
5673,18:58,12:53,23:08,23:08,23:22,0:00,13:52,0,4,4.8,H,460211,1.3256,103.93241
5674,9:00,6:45,23:34,23:34,23:42,0:00,8:44,0,5,4.8,H,470631,1.33331,103.91448
5675,14:07,9:31,23:42,23:42,23:53,0:00,11:03,1,5,4.8,H,330027,1.31884,103.86282
5676,0:07,9:44,23:53,23:53,0:03,0:00,9:34,0,5,12.8,CWB,570510,1.34878,103.8497
